asset_id,campaign_name,campaign_id,creative_name,platform,audience_segment,region,daily_budget_usd,fast_pacing,warm_color_palette,ctr,conversion_rate,impressions,clicks,conversions,revenue_usd,roas,cpa_usd,logo_screen_ratio,scene_transitions,time_to_first_product_s,cta_type,audio_style,video_duration_s,quarter,flight_start,flight_end
VEL-2026-Q1-0532,Summer Endurance Launch,vel_summer_endurance_2026,Basketball_Court,YouTube,Gen-Z (18-24),US-East,951.18,0,0,0.057861,0.024552,591819,34243,1200,61658.29,7.8,5.5,0.053,15,5.7,Discover,upbeat-electronic,23.2,Q1 2026,2026-02-02,2026-02-27
VEL-2026-Q2-0533,Summer Endurance Launch,vel_summer_endurance_2026,Sprint_Track,YouTube,Gen-Z (18-24),APAC,11219.77,0,0,0.061403,0.024696,229335,14081,1200,47557.88,4.49,8.82,0.262,12,0.6,Limited Time,ambient,11.2,Q2 2026,2026-02-21,2026-03-11
VEL-2026-Q3-0534,Holiday Gift Guide,vel_holiday_gift_2026,CrossFit_Box,TikTok,Gen-Z (18-24),APAC,2041.98,1,1,0.073956,0.0299,491516,36350,1200,52702.9,7.8,5.5,0.199,16,1.9,Learn More,upbeat-electronic,12.3,Q1 2026,2026-02-12,2026-03-10
VEL-2026-Q4-0535,Summer Endurance Launch,vel_summer_endurance_2026,CrossFit_Box,Instagram,Gen-X (35-44),US-West,5066.33,0,0,0.039032,0.014889,677315,26436,1200,32862.71,7.8,5.5,0.253,17,5.7,Learn More,upbeat-electronic,24.0,Q1 2026,2026-02-06,2026-03-06
VEL-2026-Q1-0536,Back to Campus Athletics,vel_campus_athletics_2026,Morning_Stretch,Meta,Gen-X (35-44),EU-West,555.35,0,0,0.033123,0.013722,219243,7262,1200,47569.38,7.8,5.5,0.212,12,1.0,Discover,voiceover-only,10.3,Q1 2026,2026-03-02,2026-03-23
VEL-2026-Q2-0537,Back to Campus Athletics,vel_campus_athletics_2026,Morning_Stretch,TikTok,Millennials (25-34),US-West,10384.21,0,0,0.028072,0.010996,537445,15087,1200,35573.37,3.98,7.45,0.072,9,4.0,Limited Time,acoustic-indie,11.9,Q1 2026,2026-02-15,2026-02-26
VEL-2026-Q3-0538,Holiday Gift Guide,vel_holiday_gift_2026,Trail_Epic,YouTube,Millennials (25-34),EU-West,2923.41,1,0,0.070959,0.02347,282231,20026,1200,43307.15,7.8,5.5,0.266,11,5.5,Limited Time,upbeat-electronic,6.4,Q4 2026,2026-01-24,2026-02-13
VEL-2026-Q4-0539,Winter Training Push,vel_winter_training_2026,Yoga_Flow,Instagram,Millennials (25-34),US-West,10001.59,1,1,0.070469,0.016824,798589,56275,1200,41854.99,4.24,8.23,0.256,10,6.2,Learn More,voiceover-only,23.3,Q2 2026,2026-02-10,2026-02-28
VEL-2026-Q1-0540,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,TikTok,Gen-Z (18-24),APAC,14880.27,1,0,0.063865,0.026597,595059,38003,1200,45247.46,3.16,11.93,0.124,2,3.9,Shop Now,ambient,20.8,Q2 2026,2026-03-04,2026-03-31
VEL-2026-Q2-0541,Trail Running Adventure,vel_trail_adventure_2026,Runner_Sunrise,Instagram,Gen-Z (18-24),US-West,1553.73,1,1,0.067395,0.027105,642423,43296,1200,50578.92,7.8,5.5,0.067,5,5.2,Limited Time,voiceover-only,22.7,Q1 2026,2026-01-15,2026-02-01
VEL-2026-Q3-0542,Back to Campus Athletics,vel_campus_athletics_2026,Sprint_Track,TikTok,Gen-X (35-44),US-West,1617.63,0,0,0.021995,0.00642,615642,13540,1200,62503.56,7.8,5.5,0.209,5,4.5,Learn More,voiceover-only,11.1,Q1 2026,2026-02-22,2026-03-05
VEL-2026-Q4-0543,Trail Running Adventure,vel_trail_adventure_2026,Cycling_Mountain,Instagram,Gen-Z (18-24),US-West,5435.51,1,1,0.077838,0.012588,662031,51530,1200,44201.45,7.13,5.5,0.215,4,0.9,Learn More,hip-hop,22.5,Q2 2026,2026-02-12,2026-03-06
VEL-2026-Q1-0544,Holiday Gift Guide,vel_holiday_gift_2026,Trail_Epic,YouTube,Gen-Z (18-24),APAC,13062.6,1,1,0.089,0.030399,793741,70642,1200,65320.72,4.62,11.78,0.255,8,6.1,Limited Time,acoustic-indie,20.3,Q4 2026,2026-02-28,2026-03-24
VEL-2026-Q2-0545,Winter Training Push,vel_winter_training_2026,Trail_Epic,Meta,Gen-Z (18-24),APAC,3625.18,0,0,0.04077,0.006734,583180,23776,1200,57325.01,7.8,5.5,0.053,2,1.8,Limited Time,acoustic-indie,14.8,Q3 2026,2026-01-17,2026-02-04
VEL-2026-Q3-0546,Trail Running Adventure,vel_trail_adventure_2026,Cycling_Mountain,YouTube,Millennials (25-34),APAC,5725.48,1,1,0.084281,0.035,227268,19154,1200,48413.32,7.8,5.5,0.074,10,0.7,Discover,ambient,16.5,Q3 2026,2026-03-02,2026-03-13
VEL-2026-Q4-0547,Trail Running Adventure,vel_trail_adventure_2026,Morning_Stretch,Meta,Millennials (25-34),APAC,1493.33,0,1,0.051142,0.022425,120057,6140,1200,53184.95,7.8,5.5,0.184,14,3.9,Shop Now,voiceover-only,19.6,Q2 2026,2026-02-20,2026-03-14
VEL-2026-Q1-0548,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Instagram,Gen-X (35-44),EU-West,11565.75,0,0,0.044177,0.009138,63409,2801,579,16250.63,1.45,19.36,0.189,9,7.0,Discover,ambient,17.8,Q1 2026,2026-02-14,2026-03-04
VEL-2026-Q2-0549,Trail Running Adventure,vel_trail_adventure_2026,Basketball_Court,TikTok,Gen-Z (18-24),EU-West,6420.44,1,0,0.066978,0.023638,271889,18210,1200,60402.78,7.8,5.5,0.048,3,1.6,Discover,ambient,21.4,Q1 2026,2026-01-25,2026-02-23
VEL-2026-Q3-0550,Holiday Gift Guide,vel_holiday_gift_2026,Cycling_Mountain,YouTube,Gen-Z (18-24),US-East,11509.11,0,1,0.052751,0.009373,452686,23879,1200,50964.87,4.48,9.48,0.135,3,0.6,Learn More,acoustic-indie,10.3,Q4 2026,2026-02-05,2026-02-13
VEL-2026-Q4-0551,Holiday Gift Guide,vel_holiday_gift_2026,Sprint_Track,Meta,Gen-X (35-44),APAC,13602.31,1,0,0.059707,0.022023,174457,10416,1200,65498.43,4.13,13.23,0.18,9,1.3,Learn More,acoustic-indie,19.0,Q3 2026,2026-02-01,2026-02-13
VEL-2026-Q1-0552,Holiday Gift Guide,vel_holiday_gift_2026,Runner_Sunrise,YouTube,Gen-Z (18-24),EU-West,3875.07,0,1,0.048174,0.012245,441512,21269,1200,52911.43,7.8,5.5,0.217,12,3.2,Shop Now,acoustic-indie,16.8,Q4 2026,2026-02-18,2026-03-19
VEL-2026-Q2-0553,Back to Campus Athletics,vel_campus_athletics_2026,Yoga_Flow,Meta,Gen-Z (18-24),US-West,12207.24,1,1,0.073578,0.02607,348860,25668,1200,60028.02,4.8,10.43,0.116,15,4.9,Discover,upbeat-electronic,17.1,Q3 2026,2026-01-20,2026-02-16
VEL-2026-Q3-0554,Winter Training Push,vel_winter_training_2026,Trail_Epic,YouTube,Millennials (25-34),APAC,1356.86,0,0,0.056843,0.014885,51382,2920,764,37430.56,7.8,5.5,0.156,16,1.9,Discover,voiceover-only,17.3,Q2 2026,2026-01-17,2026-01-27
VEL-2026-Q4-0555,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,Meta,Gen-X (35-44),US-East,13533.29,1,0,0.050578,0.009796,101675,5142,995,35187.02,2.68,13.2,0.235,2,6.5,Learn More,ambient,27.2,Q3 2026,2026-01-19,2026-02-07
VEL-2026-Q1-0556,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,Meta,Gen-X (35-44),US-East,9936.14,0,0,0.022084,0.006003,571707,12625,1200,39345.98,4.43,7.4,0.269,14,6.1,Learn More,voiceover-only,25.6,Q4 2026,2026-01-23,2026-02-08
VEL-2026-Q2-0557,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Instagram,Gen-X (35-44),US-East,13176.29,0,1,0.044398,0.00816,106238,4716,866,32834.22,2.08,18.22,0.095,8,5.7,Limited Time,ambient,21.1,Q4 2026,2026-02-11,2026-03-06
VEL-2026-Q3-0558,Holiday Gift Guide,vel_holiday_gift_2026,Morning_Stretch,Meta,Gen-X (35-44),US-West,502.73,0,0,0.023675,0.007649,250825,5938,1200,46820.69,7.8,5.5,0.101,10,4.2,Discover,ambient,23.2,Q4 2026,2026-02-02,2026-02-22
VEL-2026-Q4-0559,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,Instagram,Millennials (25-34),EU-West,2951.68,0,1,0.03555,0.005769,719651,25583,1200,38643.05,7.8,5.5,0.266,13,3.2,Shop Now,ambient,7.0,Q2 2026,2026-02-11,2026-03-04
VEL-2026-Q1-0560,Summer Endurance Launch,vel_summer_endurance_2026,Trail_Epic,Meta,Millennials (25-34),US-West,6151.51,0,0,0.036863,0.011361,299541,11041,1200,62205.52,7.8,5.51,0.135,16,3.3,Discover,ambient,23.9,Q3 2026,2026-02-10,2026-02-24
VEL-2026-Q2-0561,Trail Running Adventure,vel_trail_adventure_2026,HIIT_Studio,TikTok,Gen-Z (18-24),APAC,6002.79,0,0,0.033059,0.01375,345032,11406,1200,49531.72,7.8,5.5,0.212,4,4.3,Learn More,hip-hop,17.7,Q3 2026,2026-01-27,2026-02-25
VEL-2026-Q3-0562,Winter Training Push,vel_winter_training_2026,HIIT_Studio,TikTok,Gen-Z (18-24),US-East,3787.59,0,0,0.050549,0.020288,60169,3041,1200,65224.0,7.8,5.5,0.187,8,1.1,Limited Time,hip-hop,13.6,Q4 2026,2026-02-21,2026-03-17
VEL-2026-Q4-0563,Summer Endurance Launch,vel_summer_endurance_2026,Basketball_Court,TikTok,Gen-Z (18-24),US-West,6033.37,0,0,0.043726,0.018139,611470,26737,1200,59160.64,7.8,5.5,0.109,7,5.6,Discover,upbeat-electronic,9.4,Q3 2026,2026-02-26,2026-03-07
VEL-2026-Q1-0564,Holiday Gift Guide,vel_holiday_gift_2026,Cycling_Mountain,Meta,Gen-Z (18-24),US-West,2368.31,1,0,0.065647,0.028006,184413,12106,1200,50005.37,7.8,5.5,0.197,16,3.1,Shop Now,acoustic-indie,7.8,Q1 2026,2026-02-04,2026-02-27
VEL-2026-Q2-0565,Back to Campus Athletics,vel_campus_athletics_2026,Swim_Laps,Instagram,Millennials (25-34),EU-West,6485.04,0,1,0.048083,0.00872,202216,9723,1200,64093.45,7.8,6.31,0.197,8,2.2,Learn More,ambient,7.1,Q1 2026,2026-02-10,2026-02-23
VEL-2026-Q3-0566,Back to Campus Athletics,vel_campus_athletics_2026,Yoga_Flow,Instagram,Gen-X (35-44),EU-West,12134.14,1,1,0.060539,0.011419,479988,29057,1200,48175.49,3.81,10.53,0.182,8,2.6,Limited Time,voiceover-only,9.9,Q1 2026,2026-03-01,2026-03-20
VEL-2026-Q4-0567,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Meta,Millennials (25-34),US-East,7446.52,0,0,0.033946,0.010764,104360,3542,1123,57961.62,6.94,7.43,0.064,11,1.9,Discover,hip-hop,6.7,Q3 2026,2026-01-20,2026-02-11
VEL-2026-Q1-0568,Back to Campus Athletics,vel_campus_athletics_2026,Runner_Sunrise,TikTok,Gen-Z (18-24),US-West,761.0,0,1,0.044658,0.018676,562732,25130,1200,42893.21,7.8,5.5,0.279,2,7.3,Shop Now,acoustic-indie,23.6,Q2 2026,2026-02-21,2026-03-04
VEL-2026-Q2-0569,Summer Endurance Launch,vel_summer_endurance_2026,Morning_Stretch,TikTok,Millennials (25-34),US-West,6610.94,0,1,0.057095,0.025253,463863,26484,1200,43631.13,7.52,5.5,0.136,15,1.8,Learn More,upbeat-electronic,12.0,Q2 2026,2026-03-04,2026-03-14
VEL-2026-Q3-0570,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,Instagram,Gen-X (35-44),EU-West,894.04,0,1,0.037601,0.006162,148662,5589,916,34390.23,7.8,5.5,0.193,17,7.1,Shop Now,acoustic-indie,14.8,Q2 2026,2026-01-25,2026-02-10
VEL-2026-Q4-0571,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,TikTok,Gen-X (35-44),US-West,14510.53,0,0,0.030586,0.007852,794776,24308,1200,49678.52,4.09,10.13,0.253,4,4.8,Discover,ambient,25.7,Q2 2026,2026-03-02,2026-03-21
VEL-2026-Q1-0572,Summer Endurance Launch,vel_summer_endurance_2026,Sprint_Track,YouTube,Millennials (25-34),US-West,2348.08,0,1,0.061964,0.013252,123843,7673,1200,49925.65,7.8,5.5,0.142,17,7.0,Learn More,acoustic-indie,8.8,Q1 2026,2026-02-24,2026-03-12
VEL-2026-Q2-0573,Winter Training Push,vel_winter_training_2026,Trail_Epic,Instagram,Millennials (25-34),US-West,10761.48,1,0,0.063234,0.023826,822406,52003,1200,47870.36,5.14,7.76,0.226,11,4.1,Discover,ambient,26.1,Q1 2026,2026-01-31,2026-02-20
VEL-2026-Q3-0574,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,TikTok,Millennials (25-34),EU-West,14605.26,0,1,0.055592,0.019016,661438,36770,1200,41016.04,2.91,11.76,0.273,2,7.5,Limited Time,hip-hop,21.3,Q4 2026,2026-02-22,2026-03-22
VEL-2026-Q4-0575,Holiday Gift Guide,vel_holiday_gift_2026,CrossFit_Box,Instagram,Gen-Z (18-24),US-East,12477.57,1,0,0.082091,0.015266,456599,37482,1200,63379.43,4.48,11.78,0.126,6,2.1,Discover,hip-hop,14.2,Q3 2026,2026-01-21,2026-02-08
VEL-2026-Q1-0576,Summer Endurance Launch,vel_summer_endurance_2026,Sprint_Track,YouTube,Millennials (25-34),APAC,10640.07,0,0,0.045668,0.013475,805908,36803,1200,51189.1,4.03,10.59,0.137,4,4.7,Limited Time,ambient,8.8,Q3 2026,2026-02-13,2026-02-20
VEL-2026-Q2-0577,Trail Running Adventure,vel_trail_adventure_2026,Yoga_Flow,Instagram,Millennials (25-34),US-East,12672.18,0,1,0.054322,0.019319,644114,34989,1200,44678.61,3.8,9.79,0.257,2,1.4,Discover,voiceover-only,8.2,Q2 2026,2026-02-04,2026-03-03
VEL-2026-Q3-0578,Holiday Gift Guide,vel_holiday_gift_2026,Trail_Epic,Instagram,Millennials (25-34),APAC,14736.08,0,1,0.047328,0.01816,499768,23652,1200,53442.37,3.58,12.44,0.078,3,3.9,Shop Now,hip-hop,14.1,Q1 2026,2026-01-15,2026-02-10
VEL-2026-Q4-0579,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,Instagram,Gen-X (35-44),US-West,9509.5,0,0,0.034895,0.005444,250121,8727,1200,57646.8,6.03,7.96,0.047,11,4.8,Shop Now,voiceover-only,9.4,Q2 2026,2026-02-08,2026-03-06
VEL-2026-Q1-0580,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Instagram,Gen-X (35-44),US-East,8608.18,1,0,0.052026,0.021702,847922,44114,1200,64586.21,6.35,8.48,0.258,6,5.0,Learn More,ambient,12.4,Q4 2026,2026-02-15,2026-02-28
VEL-2026-Q2-0581,Trail Running Adventure,vel_trail_adventure_2026,Cycling_Mountain,YouTube,Gen-Z (18-24),APAC,9609.45,1,1,0.089,0.02855,790723,70374,1200,47983.77,5.04,7.94,0.237,12,3.2,Shop Now,ambient,7.3,Q3 2026,2026-01-22,2026-02-06
VEL-2026-Q3-0582,Trail Running Adventure,vel_trail_adventure_2026,Cycling_Mountain,Meta,Gen-Z (18-24),EU-West,8223.8,1,0,0.07206,0.028361,674001,48568,1200,34035.55,3.83,7.4,0.273,4,1.1,Shop Now,hip-hop,20.3,Q3 2026,2026-01-19,2026-02-02
VEL-2026-Q4-0583,Back to Campus Athletics,vel_campus_athletics_2026,Sprint_Track,Instagram,Gen-X (35-44),EU-West,9708.79,0,0,0.041114,0.016132,80612,3314,1200,45867.57,4.04,9.46,0.054,7,5.4,Limited Time,voiceover-only,9.5,Q2 2026,2026-02-13,2026-03-04
VEL-2026-Q1-0584,Back to Campus Athletics,vel_campus_athletics_2026,Sprint_Track,Instagram,Gen-X (35-44),US-East,7022.71,1,1,0.065186,0.013491,649762,42355,1200,47242.94,7.09,5.56,0.077,10,4.2,Shop Now,ambient,24.2,Q4 2026,2026-01-22,2026-02-11
VEL-2026-Q2-0585,Trail Running Adventure,vel_trail_adventure_2026,Morning_Stretch,TikTok,Gen-X (35-44),US-East,3667.43,0,0,0.032638,0.005974,323303,10551,1200,62291.79,7.8,5.5,0.065,7,1.5,Limited Time,hip-hop,11.2,Q3 2026,2026-03-04,2026-03-22
VEL-2026-Q3-0586,Winter Training Push,vel_winter_training_2026,HIIT_Studio,Instagram,Millennials (25-34),US-West,2243.58,1,1,0.06194,0.022694,588998,36482,1200,44212.83,7.8,5.5,0.204,3,7.5,Limited Time,ambient,25.2,Q4 2026,2026-02-02,2026-02-16
VEL-2026-Q4-0587,Summer Endurance Launch,vel_summer_endurance_2026,Basketball_Court,TikTok,Millennials (25-34),US-East,1490.94,0,0,0.034038,0.006703,662384,22546,1200,64319.67,7.8,5.5,0.185,17,7.7,Limited Time,acoustic-indie,10.6,Q4 2026,2026-02-27,2026-03-26
VEL-2026-Q1-0588,Back to Campus Athletics,vel_campus_athletics_2026,Swim_Laps,Meta,Gen-X (35-44),US-West,4318.08,1,0,0.04199,0.017005,234417,9843,1200,47464.75,7.8,5.5,0.126,3,6.9,Discover,acoustic-indie,23.3,Q2 2026,2026-02-13,2026-03-13
VEL-2026-Q2-0589,Winter Training Push,vel_winter_training_2026,Runner_Sunrise,YouTube,Millennials (25-34),US-West,1168.79,1,1,0.082249,0.030256,236463,19448,1200,65056.1,7.8,5.5,0.054,16,6.8,Limited Time,hip-hop,14.0,Q1 2026,2026-01-29,2026-02-22
VEL-2026-Q3-0590,Back to Campus Athletics,vel_campus_athletics_2026,Yoga_Flow,YouTube,Millennials (25-34),EU-West,8723.98,1,0,0.066631,0.026822,644212,42924,1200,30295.14,3.02,8.35,0.194,14,1.2,Discover,ambient,20.0,Q2 2026,2026-02-19,2026-03-13
VEL-2026-Q4-0591,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Meta,Gen-Z (18-24),EU-West,4615.51,0,0,0.031314,0.007506,293602,9193,1200,62357.35,7.8,5.5,0.177,14,8.0,Limited Time,hip-hop,6.9,Q1 2026,2026-02-27,2026-03-16
VEL-2026-Q1-0592,Winter Training Push,vel_winter_training_2026,Swim_Laps,YouTube,Gen-X (35-44),APAC,12455.75,1,0,0.058296,0.014281,322668,18810,1200,63520.34,4.9,10.8,0.067,17,3.5,Discover,upbeat-electronic,17.9,Q4 2026,2026-02-10,2026-03-04
VEL-2026-Q2-0593,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,Meta,Gen-X (35-44),EU-West,1576.49,0,0,0.025047,0.008801,687213,17212,1200,64596.75,7.8,5.5,0.258,9,1.7,Learn More,hip-hop,9.6,Q1 2026,2026-01-27,2026-02-16
VEL-2026-Q3-0594,Summer Endurance Launch,vel_summer_endurance_2026,Swim_Laps,Meta,Millennials (25-34),EU-West,3782.1,1,1,0.058916,0.009393,327621,19302,1200,30470.76,7.8,5.5,0.088,12,6.6,Learn More,hip-hop,17.7,Q4 2026,2026-01-28,2026-02-06
VEL-2026-Q4-0595,Summer Endurance Launch,vel_summer_endurance_2026,Morning_Stretch,Meta,Gen-X (35-44),US-East,11088.57,0,1,0.036831,0.013552,319366,11762,1200,36181.23,3.38,8.92,0.218,9,2.2,Discover,acoustic-indie,9.4,Q3 2026,2026-02-20,2026-03-19
VEL-2026-Q1-0596,Back to Campus Athletics,vel_campus_athletics_2026,Swim_Laps,YouTube,Gen-Z (18-24),EU-West,9182.72,1,1,0.08416,0.033726,567608,47769,1200,53535.52,5.65,7.89,0.252,7,4.4,Learn More,acoustic-indie,16.5,Q3 2026,2026-03-03,2026-03-11
VEL-2026-Q2-0597,Summer Endurance Launch,vel_summer_endurance_2026,CrossFit_Box,TikTok,Gen-Z (18-24),APAC,1435.12,0,1,0.051897,0.014248,119154,6183,1200,30917.02,7.8,5.5,0.179,11,1.5,Shop Now,ambient,8.7,Q3 2026,2026-02-13,2026-02-22
VEL-2026-Q3-0598,Holiday Gift Guide,vel_holiday_gift_2026,CrossFit_Box,Meta,Gen-Z (18-24),US-East,13219.97,0,1,0.057077,0.021659,601531,34333,1200,32289.92,2.37,11.36,0.099,8,4.1,Limited Time,hip-hop,11.3,Q2 2026,2026-02-22,2026-03-04
VEL-2026-Q4-0599,Winter Training Push,vel_winter_training_2026,Trail_Epic,Instagram,Gen-X (35-44),APAC,13220.3,0,1,0.054666,0.011063,725975,39686,1200,37958.84,2.85,11.08,0.114,2,4.7,Discover,hip-hop,20.3,Q2 2026,2026-03-02,2026-03-30
VEL-2026-Q1-0600,Winter Training Push,vel_winter_training_2026,Yoga_Flow,YouTube,Gen-X (35-44),EU-West,5290.92,0,1,0.037536,0.009259,435568,16349,1200,48447.83,7.8,5.5,0.253,16,3.8,Learn More,ambient,29.4,Q4 2026,2026-01-27,2026-02-07
VEL-2026-Q2-0601,Trail Running Adventure,vel_trail_adventure_2026,CrossFit_Box,Meta,Gen-X (35-44),APAC,5435.88,0,0,0.025589,0.011318,622121,15919,1200,49652.49,7.8,5.5,0.112,13,1.0,Learn More,voiceover-only,16.8,Q3 2026,2026-01-30,2026-02-15
VEL-2026-Q3-0602,Winter Training Push,vel_winter_training_2026,Yoga_Flow,Meta,Gen-X (35-44),US-East,14840.91,1,0,0.04255,0.018973,118476,5041,1200,31233.4,2.17,11.99,0.219,10,4.1,Shop Now,ambient,22.5,Q2 2026,2026-02-27,2026-03-25
VEL-2026-Q4-0603,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,Instagram,Gen-X (35-44),US-West,9579.55,1,1,0.044507,0.01352,139560,6211,1200,36133.22,3.89,7.74,0.278,6,4.0,Limited Time,acoustic-indie,18.9,Q3 2026,2026-01-21,2026-01-29
VEL-2026-Q1-0604,Holiday Gift Guide,vel_holiday_gift_2026,Morning_Stretch,TikTok,Gen-Z (18-24),APAC,8204.09,1,1,0.065087,0.028006,326411,21245,1200,47989.4,6.83,5.85,0.28,10,2.5,Shop Now,acoustic-indie,18.0,Q2 2026,2026-03-03,2026-03-21
VEL-2026-Q2-0605,Trail Running Adventure,vel_trail_adventure_2026,HIIT_Studio,TikTok,Millennials (25-34),APAC,12653.21,0,1,0.041156,0.012627,587229,24167,1200,51381.86,4.04,10.6,0.168,17,7.4,Discover,hip-hop,7.6,Q1 2026,2026-02-10,2026-02-21
VEL-2026-Q3-0606,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,TikTok,Gen-Z (18-24),US-East,4636.71,0,0,0.035026,0.008318,574656,20128,1200,35342.46,7.37,5.5,0.238,3,3.6,Learn More,acoustic-indie,9.5,Q1 2026,2026-02-28,2026-03-11
VEL-2026-Q4-0607,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Meta,Gen-X (35-44),US-East,6723.15,0,1,0.036966,0.008505,318128,11759,1200,44358.29,6.66,5.55,0.278,15,7.0,Learn More,ambient,27.2,Q3 2026,2026-02-18,2026-03-19
VEL-2026-Q1-0608,Back to Campus Athletics,vel_campus_athletics_2026,Morning_Stretch,Meta,Gen-Z (18-24),APAC,4382.76,1,1,0.060538,0.025962,460157,27856,1200,62558.45,7.8,5.5,0.13,17,1.3,Learn More,hip-hop,15.8,Q4 2026,2026-01-29,2026-02-05
VEL-2026-Q2-0609,Summer Endurance Launch,vel_summer_endurance_2026,Cycling_Mountain,Meta,Gen-X (35-44),EU-West,11942.83,1,0,0.03991,0.008051,228990,9139,1200,65960.37,5.07,10.83,0.101,9,2.9,Shop Now,ambient,20.7,Q2 2026,2026-02-11,2026-02-21
VEL-2026-Q3-0610,Back to Campus Athletics,vel_campus_athletics_2026,Runner_Sunrise,YouTube,Gen-X (35-44),APAC,8813.57,1,0,0.05939,0.019236,470899,27966,1200,65539.72,7.8,6.1,0.067,8,1.8,Shop Now,ambient,18.7,Q2 2026,2026-02-18,2026-03-17
VEL-2026-Q4-0611,Summer Endurance Launch,vel_summer_endurance_2026,Morning_Stretch,Instagram,Gen-Z (18-24),US-East,10052.96,0,0,0.049422,0.01565,282481,13960,1200,61740.28,5.27,9.77,0.074,12,3.6,Limited Time,hip-hop,15.1,Q1 2026,2026-01-21,2026-02-08
VEL-2026-Q1-0612,Winter Training Push,vel_winter_training_2026,Trail_Epic,Meta,Gen-X (35-44),US-West,4158.46,0,0,0.03413,0.012692,25801,880,327,12046.62,3.58,10.28,0.245,15,1.3,Discover,voiceover-only,15.3,Q1 2026,2026-03-05,2026-03-23
VEL-2026-Q2-0613,Summer Endurance Launch,vel_summer_endurance_2026,HIIT_Studio,Instagram,Millennials (25-34),US-West,3693.27,1,1,0.074601,0.022363,655826,48925,1200,54716.67,7.8,5.5,0.181,5,3.8,Limited Time,acoustic-indie,19.3,Q4 2026,2026-03-01,2026-03-23
VEL-2026-Q3-0614,Back to Campus Athletics,vel_campus_athletics_2026,Trail_Epic,Instagram,Gen-X (35-44),EU-West,7581.43,1,1,0.055754,0.012917,634557,35379,1200,44997.32,6.03,6.22,0.25,4,3.2,Limited Time,upbeat-electronic,9.4,Q4 2026,2026-03-05,2026-03-28
VEL-2026-Q4-0615,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,TikTok,Millennials (25-34),APAC,11194.7,0,0,0.037454,0.007521,803053,30077,1200,53346.97,4.94,9.0,0.229,5,2.2,Learn More,upbeat-electronic,15.3,Q4 2026,2026-03-01,2026-03-28
VEL-2026-Q1-0616,Holiday Gift Guide,vel_holiday_gift_2026,Cycling_Mountain,YouTube,Millennials (25-34),US-West,8115.98,0,1,0.050682,0.017042,323113,16376,1200,41139.57,5.62,6.1,0.202,5,5.3,Shop Now,upbeat-electronic,16.7,Q3 2026,2026-02-03,2026-02-19
VEL-2026-Q2-0617,Winter Training Push,vel_winter_training_2026,Swim_Laps,Meta,Gen-X (35-44),APAC,973.36,0,1,0.033968,0.012422,500485,17000,1200,51823.28,7.8,5.5,0.186,11,7.6,Discover,acoustic-indie,29.6,Q1 2026,2026-02-15,2026-03-10
VEL-2026-Q3-0618,Back to Campus Athletics,vel_campus_athletics_2026,Basketball_Court,TikTok,Gen-Z (18-24),US-East,13094.0,1,1,0.064301,0.020631,116679,7502,1200,48855.31,4.1,9.93,0.052,11,2.1,Limited Time,voiceover-only,14.4,Q3 2026,2026-02-21,2026-03-16
VEL-2026-Q4-0619,Summer Endurance Launch,vel_summer_endurance_2026,Morning_Stretch,TikTok,Millennials (25-34),US-West,1437.96,0,1,0.049715,0.018469,706065,35102,1200,30881.29,7.8,5.5,0.249,9,5.8,Discover,ambient,21.5,Q1 2026,2026-02-23,2026-03-19
VEL-2026-Q1-0620,Holiday Gift Guide,vel_holiday_gift_2026,Morning_Stretch,Meta,Gen-Z (18-24),EU-West,14359.46,1,1,0.070727,0.013612,740663,52384,1200,58465.3,3.83,12.73,0.14,14,6.1,Learn More,hip-hop,9.3,Q1 2026,2026-02-15,2026-02-23
VEL-2026-Q2-0621,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Instagram,Millennials (25-34),US-East,864.56,1,0,0.073627,0.030536,315507,23229,1200,30428.32,7.8,5.5,0.174,14,4.2,Limited Time,voiceover-only,7.6,Q2 2026,2026-02-09,2026-02-19
